date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2023-08-04 00:00:00,29,27,32,8.5,,,11.7,,1008.5,
2023-08-05 00:00:00,28.6,26,33.5,0,,,9.2,,1009.3,
2023-08-06 00:00:00,27.9,26,33,11.9,,,10.4,,1007.9,
2023-08-07 00:00:00,28.3,27,32.5,12.7,,,12.2,,1005.6,
2023-08-08 00:00:00,26.6,24.5,30.3,6.1,,,8.2,,1006.3,
2023-08-09 00:00:00,26.7,25,30,29,,,8.6,,1008.3,
2023-08-10 00:00:00,26.9,25,39,6,,,8.1,,1008.9,
2023-08-11 00:00:00,27.5,25,32,11,,,8.8,,1007.8,
2023-08-12 00:00:00,27.3,25,32.5,2,,,8.2,,1006.9,
2023-08-13 00:00:00,28.3,25,34,11.7,,,9.6,,1007,
2023-08-14 00:00:00,27.6,24.5,32,14.1,,,7.4,,1007,
2023-08-15 00:00:00,27.3,23.7,31.5,45,,,9.4,,1006.8,
2023-08-16 00:00:00,26.9,24.3,31,7.1,,,10.4,,1006.8,
2023-08-17 00:00:00,26.8,23.6,31,8.9,,,6.1,,1007.4,
2023-08-18 00:00:00,27.1,23.7,31,1,,,5.6,,1008.2,
2023-08-19 00:00:00,28.2,24.2,33,11.1,,,6.4,,1007.6,
2023-08-20 00:00:00,29.5,24.5,34.3,12.3,,,9.6,,1006.4,
2023-08-21 00:00:00,27.4,25.7,32,13,,,9.2,,1006.1,
2023-08-22 00:00:00,27.2,24.2,30,2,,,7.3,,1007.5,
2023-08-23 00:00:00,26.9,24,33,10.9,,,6.9,,1007.6,
2023-08-24 00:00:00,26.4,23.7,32.5,9.9,,,9.1,,1006.9,
2023-08-25 00:00:00,26.3,23.5,30.3,26.9,,,7.6,,1007.8,
2023-08-26 00:00:00,26.3,23.3,33,24.3,,,6.7,,1008,
2023-08-27 00:00:00,27.2,24.8,33.8,5.1,,,6.8,,1006.8,
2023-08-28 00:00:00,26.9,24.7,31,20.1,,,8.2,,1004.8,
2023-08-29 00:00:00,27.3,23.7,31.5,9.9,,,6.7,,1004.3,
2023-08-30 00:00:00,28,24,33.3,17,,,6.9,,1005.4,
2023-08-31 00:00:00,28.8,24.2,33.5,5.2,,,6.1,,1006.6,
2023-09-01 00:00:00,27.5,25,32.5,13,,,6.3,,1006.8,
2023-09-02 00:00:00,27.3,25,33.5,11.8,,,6.1,,1005,
2023-09-03 00:00:00,27.3,25,32.3,11.8,,,5.6,,1003.2,
2023-09-04 00:00:00,27.7,24.7,31.8,7.9,,,5.1,,1002.5,
2023-09-05 00:00:00,26.8,24.6,30,4.1,,,5.8,,1004,
2023-09-06 00:00:00,26.4,24.2,29,7.9,,,6.2,,1007.3,
2023-09-07 00:00:00,27.6,26,31,20.8,,,9.8,,1008.4,
2023-09-08 00:00:00,26.6,23.5,31.5,22.1,,,10.8,,1008.5,
2023-09-09 00:00:00,26.8,24,33,23.1,,,10.2,,1006.2,
2023-09-10 00:00:00,27.3,23.7,32,13,,,7,,1005.1,
2023-09-11 00:00:00,26.5,24,30.5,43.9,,,8.5,,1005.4,
2023-09-12 00:00:00,26.6,23.2,30.8,34,,,8.3,,1006.7,
2023-09-13 00:00:00,27.7,23.7,31,1,,,7.5,,1007.7,
2023-09-14 00:00:00,27.2,26,32,15.4,,,5.8,,1008,
2023-09-15 00:00:00,26.9,23.5,32,58.9,,,8.8,,1007.7,
2023-09-16 00:00:00,27.1,23.6,31.4,16,,,10.3,,1005.7,
2023-09-17 00:00:00,27.4,24.2,31,5.1,,,6.5,,1005,
2023-09-18 00:00:00,26.5,24.5,29,16,,,6.3,,1006.7,
2023-09-19 00:00:00,25.4,23.8,29.5,74.9,,,5.4,,1009.9,
2023-09-20 00:00:00,26.6,25,30.5,10.2,,,4.6,,1010.5,
2023-09-21 00:00:00,27.9,23.5,33,7.1,,,5.5,,1010.6,
2023-09-22 00:00:00,29,25,34,0,,,8,,1009.4,
2023-09-23 00:00:00,28.8,25.2,34.5,4.1,,,5.3,,1008.4,
2023-09-24 00:00:00,29.7,26,34.2,3.4,,,6.2,,1007,
2023-09-25 00:00:00,29.2,25,34.5,8.5,,,6.2,,1006.2,
2023-09-26 00:00:00,28.3,24.5,33,0.7,,,5.3,,1006.3,
2023-09-27 00:00:00,27.6,24.2,34.5,2,,,6.6,,1004.9,
2023-09-28 00:00:00,25.5,25,26.5,47.7,,,6.7,,1004.2,
2023-09-29 00:00:00,25.9,23.5,30.5,37.1,,,5.3,,1007,
2023-09-30 00:00:00,25.7,23.2,29.5,30,,,6.1,,1009,
2023-10-01 00:00:00,26.8,23.7,30,9.9,,,7,,1008.8,
2023-10-02 00:00:00,27.2,23.5,31,24.9,,,6.8,,1009.6,
2023-10-03 00:00:00,27,23.3,33,10.9,,,5.4,,1010.1,
2023-10-04 00:00:00,27.6,24.2,32.5,8.1,,,4.6,,1010,
2023-10-05 00:00:00,28.7,24.7,34,0,,,7.2,,1008.1,
2023-10-06 00:00:00,27.2,25,31,39.6,,,9,,1007.1,
2023-10-07 00:00:00,26.7,25,29,35.7,,,6.5,,1008.2,
2023-10-08 00:00:00,24.8,24,27.5,75.9,,,8.3,,1010.1,
2023-10-09 00:00:00,26.4,24.3,30,2,,,7.5,,1010.6,
2023-10-10 00:00:00,26.3,23.2,27.5,52.1,,,4.5,,1010.3,
2023-10-11 00:00:00,27.8,23,31.5,0,,,6.4,,1011.2,
2023-10-12 00:00:00,28.7,23.8,34,6.9,,,5.1,,1012.5,
2023-10-13 00:00:00,28.1,26,32,4.1,,,5.1,,1012.3,
2023-10-14 00:00:00,28.7,24.3,34.3,10.2,,,9.7,,1010.7,
2023-10-15 00:00:00,28.8,24,33.6,1.4,,,5.5,,1009,
2023-10-16 00:00:00,28,24.2,33,2,,,5.9,,1010.1,
2023-10-17 00:00:00,27.2,24,33,10.9,,,6.3,,1011.1,
2023-10-18 00:00:00,28,23.8,34,2.4,,,5.5,,1011.6,
2023-10-19 00:00:00,28.6,24,34.5,3.8,,,5.7,,1011.6,
2023-10-20 00:00:00,29.3,26,34.3,2.2,,,5.5,,1011.3,
2023-10-21 00:00:00,27.8,26,33.6,4.7,,,6,,1012,
2023-10-22 00:00:00,28.6,24.5,34,15.1,,,6.5,,1012.7,
2023-10-23 00:00:00,27.1,23,32,2,,,6.9,,1012.9,
2023-10-24 00:00:00,26.6,23,31,11.8,,,5.9,,1012.8,
2023-10-25 00:00:00,28.5,23,33,0.3,,,4.4,,1012.2,
2023-10-26 00:00:00,28.5,25.5,33,5.5,,,5.2,,1011.1,
2023-10-27 00:00:00,26.7,24.8,31.5,22.1,,,5,,1010.9,
2023-10-28 00:00:00,27.6,23,30.8,1,,,5.4,,1011.1,
2023-10-29 00:00:00,28.5,23.5,34,3,,,5.6,,1011.1,
2023-10-30 00:00:00,26.5,24,31.5,9.1,,,6.6,,1011.6,
2023-10-31 00:00:00,28.7,23.2,33,0,,,7.3,,1012.4,
2023-11-01 00:00:00,28.9,23.5,34.5,0,,,6.5,,1013.1,
2023-11-02 00:00:00,28.9,24,34.6,13,,,7.4,,1012.2,
2023-11-03 00:00:00,29.1,26,34,3.7,,,7.1,,1010.3,
2023-11-04 00:00:00,29.2,24.2,35.2,12.9,,,6.2,,1009.8,
2023-11-05 00:00:00,29.5,24.8,35,1.5,,,6.3,,1010.7,
2023-11-06 00:00:00,29.9,26,35,0.1,,,5.8,,1011,
2023-11-07 00:00:00,29.8,25.5,36,5.4,,,6.4,,1010.8,
2023-11-08 00:00:00,29.9,24.5,34.7,0.2,,,5.5,,1010.5,
2023-11-09 00:00:00,28.7,24.2,34.3,2,,,4.7,,1011.1,
2023-11-10 00:00:00,29.2,24.2,35,0,,,7,,1011.9,
2023-11-11 00:00:00,28.9,26,35,2,,,6.3,,1012.4,
2023-11-12 00:00:00,28.5,22.2,33.5,14.1,,,7.4,,1013.3,
2023-11-13 00:00:00,29.2,22.5,34.5,0,,,7.7,,1013,
2023-11-14 00:00:00,28.9,23.7,34.5,0.3,,,5.3,,1012.7,
2023-11-15 00:00:00,29.9,24,34.3,0,,,6.4,,1013.3,
2023-11-16 00:00:00,29.3,23.7,34.2,0,,,6,,1013.4,
2023-11-17 00:00:00,29.2,26,34,2.1,,,5.9,,1014.2,
2023-11-18 00:00:00,29.1,26,33,0,,,5,,1013.7,
2023-11-19 00:00:00,28.2,22,33,0,,,4.5,,1013.4,
2023-11-20 00:00:00,28.4,21.5,33.5,0,,,6.5,,1013.5,
2023-11-21 00:00:00,28.1,21.7,33,0,,,5,,1012,
2023-11-22 00:00:00,28.6,22.5,34.5,0,,,5.7,,1010.7,
2023-11-23 00:00:00,28.4,22.8,33.6,0.2,,,5.8,,1010.5,
2023-11-24 00:00:00,28.7,22.6,33.5,0,,,5.5,,1011.7,
2023-11-25 00:00:00,28,21,34,0,,,7.5,,1012.4,
2023-11-26 00:00:00,27.6,21.2,34.8,0,,,6.3,,1013.3,
2023-11-27 00:00:00,28.1,20.8,34.3,0,,,6.8,,1012.8,
2023-11-28 00:00:00,27.9,21,34.3,0,,,5.5,,1011.6,
2023-11-29 00:00:00,27.7,20.5,34,0,,,5.2,,1012.1,
2023-11-30 00:00:00,27,21.5,34,0,,,7.3,,1012.7,
2023-12-01 00:00:00,28.5,22.5,35,0,,,7,,1011.6,
2023-12-02 00:00:00,28.2,22,34.5,0,,,6.4,,1012.1,
2023-12-03 00:00:00,28.7,22.7,35.4,0,,,7.3,,1012.1,
2023-12-04 00:00:00,28.4,23.5,35,0,,,6.5,,1011.5,
2023-12-05 00:00:00,28.7,23,35.5,4.4,,,4,,1011,
2023-12-06 00:00:00,29.1,25,35.5,0.4,,,5.4,,1011.8,
2023-12-07 00:00:00,28.2,22.3,35.5,2.1,,,6.6,,1011.7,
2023-12-08 00:00:00,28.3,23.5,34.5,4.5,,,6.9,,1011.7,
2023-12-09 00:00:00,28.1,23.4,33.9,4.1,,,4.5,,1011.3,
2023-12-10 00:00:00,28.4,23.7,33.5,0.4,,,5.1,,1010,
2023-12-11 00:00:00,28.6,23,34,0,,,5.4,,1010.8,
2023-12-12 00:00:00,28.5,24,33.5,0,,,5,,1010.4,
2023-12-13 00:00:00,28.6,23.2,34.8,0,,,7,,1011.6,
2023-12-14 00:00:00,28.4,22.2,35.3,0,,,4.6,,1012.6,
2023-12-15 00:00:00,28.4,23,34.4,0,,,7.3,,1012.8,
2023-12-16 00:00:00,27.6,20.5,34.5,0,,,7,,1012.2,
2023-12-17 00:00:00,27.4,20,34.5,0,,,7.1,,1012.4,
2023-12-18 00:00:00,27.4,20.2,35,0,,,6.8,,1013.2,
2023-12-19 00:00:00,27.3,21.3,34.5,0,,,7.1,,1013.2,
2023-12-20 00:00:00,26.4,19.5,33.5,0,,,6.2,,1013.1,
2023-12-21 00:00:00,26.6,21,33.2,0,,,8,,1013.1,
2023-12-22 00:00:00,26.8,20.3,32.5,0,,,6.2,,1014.3,
2023-12-23 00:00:00,26,17,30.6,0,,,6.1,,1016,
2023-12-24 00:00:00,25.3,18,31.5,0,,,5.2,,1017,
2023-12-25 00:00:00,26.8,18.5,32,0,,,6.1,,1015.6,
2023-12-26 00:00:00,27.1,19.5,32.4,0,,,5.2,,1015.3,
2023-12-27 00:00:00,27.3,20.5,33.8,0,,,7.6,,1015.7,
2023-12-28 00:00:00,27.1,20.3,34.2,0,,,5.8,,1014.7,
2023-12-29 00:00:00,27.3,20,33.8,0,,,6.5,,1014,
2023-12-30 00:00:00,26.8,18.6,34,0,,,6.8,,1013.2,
2023-12-31 00:00:00,26.2,18.3,33,0,,,7.2,,1013.1,
2024-01-01 00:00:00,25.6,18.5,32,0,,,7.4,,1012.8,
2024-01-02 00:00:00,25.4,17.1,33.3,0,,,5.9,,1012.6,
2024-01-03 00:00:00,25.4,17.3,33.3,0,,,6.5,,1012.6,
2024-01-04 00:00:00,25.8,18,33,0,,,6.4,,1012.8,
2024-01-05 00:00:00,26.1,18,33,0,,,6.9,,1012.8,
2024-01-06 00:00:00,26.9,19,33,0,,,6,,1012.9,
2024-01-07 00:00:00,26.9,19.5,33.5,0,,,6.1,,1013.1,
2024-01-08 00:00:00,26.2,18,33.6,0,,,7.5,,1013.3,
2024-01-09 00:00:00,24.7,17.5,32.5,0,,,7.7,,1012.8,
2024-01-10 00:00:00,25.5,17.5,32,0,,,8.1,,1011.3,
2024-01-11 00:00:00,25.2,16.2,33,0,,,7.3,,1012.4,
2024-01-12 00:00:00,25.2,17.6,32.5,0,,,5.9,,1011.5,
2024-01-13 00:00:00,24.9,17,32,0,,,7.4,,1012,
2024-01-14 00:00:00,25.4,17.2,33,0,,,5.9,,1012.5,
2024-01-15 00:00:00,26.7,17.3,34.5,0,,,7.4,,1012.6,
2024-01-16 00:00:00,26.8,19,33.5,0,,,4.9,,1012.2,
2024-01-17 00:00:00,26.3,20,33,0,,,8.1,,1012.1,
2024-01-18 00:00:00,26.8,18,34,0,,,8.3,,1012.2,
2024-01-19 00:00:00,25.8,16.8,32.8,0,,,10.2,,1012.3,
2024-01-20 00:00:00,25.3,16.2,33,0,,,7.3,,1012.6,
2024-01-21 00:00:00,24.9,16.2,33,0,,,7.3,,1013.6,
2024-01-22 00:00:00,24.9,14.6,32.8,0,,,5.9,,1013.9,
2024-01-23 00:00:00,25.5,17.2,34,0,,,5.8,,1013.9,
2024-01-24 00:00:00,25.4,16.9,33.2,0,,,4.4,,1014,
2024-01-25 00:00:00,26,19,31.8,0.3,,,4.6,,1015.4,
2024-01-26 00:00:00,23.3,20.8,28.5,0,,,4.6,,1016.8,
2024-01-27 00:00:00,24.2,19.7,29.5,0.6,,,6.3,,1016.1,
2024-01-28 00:00:00,24.6,20.2,28.5,3.6,,,3.9,,1015.8,
2024-01-29 00:00:00,26.5,21,33,1,,,5.5,,1015.2,
2024-01-30 00:00:00,26.8,21.5,33,0.8,,,6.5,,1014.5,
2024-01-31 00:00:00,26.7,23.5,33.4,0.8,,,5.7,,1014.5,
2024-02-01 00:00:00,26.6,17.8,33.8,0,,,5.4,,1014.5,
2024-02-02 00:00:00,26.9,17.1,35,0,,,5.6,,1013.6,
2024-02-03 00:00:00,26.5,19,34,0,,,7,,1014,
2024-02-04 00:00:00,26.2,17,34.5,0,,,9.3,,1014.8,
2024-02-05 00:00:00,25.6,16.4,34,0,,,7.9,,1014.8,
2024-02-06 00:00:00,26.4,17.2,34.6,0,,,6.8,,1014.3,
2024-02-07 00:00:00,26.9,18.2,36.2,0,,,6.3,,1013.3,
2024-02-08 00:00:00,27.1,21,34,0,,,7.9,,1011.8,
2024-02-09 00:00:00,25.9,18.2,34,0,,,8.8,,1013,
2024-02-10 00:00:00,26.6,16,35,0,,,7,,1014.7,
2024-02-11 00:00:00,27.1,19.5,36,0,,,6.5,,1016.3,
2024-02-12 00:00:00,27.9,21,34,0,,,7.2,,1016.3,
2024-02-13 00:00:00,28.4,20.3,35.8,0,,,6.5,,1015,
2024-02-14 00:00:00,28.4,19.3,36.5,0,,,7.9,,1013.8,
2024-02-15 00:00:00,28.2,18.5,36.5,0,,,6.7,,1013.8,
2024-02-16 00:00:00,28.2,18.6,37.5,0,,,6.8,,1012.8,
2024-02-17 00:00:00,28,19.5,36.5,0,,,10.3,,1011.6,
2024-02-18 00:00:00,26.6,19,35.3,0,,,12.6,,1011.8,
2024-02-19 00:00:00,26,16.8,33.5,0,,,8.5,,1012,
2024-02-20 00:00:00,26.1,16,33.5,0,,,7.6,,1011.6,
2024-02-21 00:00:00,25.6,15,33.5,0,,,6.1,,1011,
2024-02-22 00:00:00,26.9,18.5,34.5,0,,,6.5,,1011.6,
2024-02-23 00:00:00,27.1,19.5,34.5,0,,,7.2,,1012.7,
2024-02-24 00:00:00,27.2,19.5,35.6,0,,,7.8,,1012.4,
2024-02-25 00:00:00,29.8,19,37.4,0,,,6.4,,1011.9,
2024-02-26 00:00:00,30.3,20.5,37.5,0,,,8.2,,1010.9,
2024-02-27 00:00:00,30.1,19,38,0,,,8.1,,1010.6,
2024-02-28 00:00:00,30.5,21.7,38.3,0,,,8.6,,1010,
2024-02-29 00:00:00,29.5,20,37.5,0,,,6.1,,1010.3,
2024-03-01 00:00:00,29,22.5,36,0,,,9,,1010.8,
2024-03-02 00:00:00,28.9,19.3,38,0,,,7.5,,1010.9,
2024-03-03 00:00:00,29.5,20,37.4,0,,,6.7,,1010.5,
2024-03-04 00:00:00,29.2,20,37.5,0,,,10.1,,1009.9,
2024-03-05 00:00:00,29,21,37.5,0,,,8.3,,1009.4,
2024-03-06 00:00:00,29.5,20.5,38,0,,,8.2,,1008.7,
2024-03-07 00:00:00,28.4,21.5,35,0,,,6.2,,1008.5,
2024-03-08 00:00:00,29.4,20,38.1,0,,,7.2,,1009.6,
2024-03-09 00:00:00,28.9,20.2,37.2,0,,,6.9,,1010.2,
2024-03-10 00:00:00,29.1,20,37.2,0,,,7.4,,1011.8,
2024-03-11 00:00:00,28.8,18.6,38,0,,,7.3,,1013.2,
2024-03-12 00:00:00,28.4,20.1,35.5,0,,,9,,1012.8,
2024-03-13 00:00:00,28.2,20,35.7,0,,,8.3,,1012.2,
2024-03-14 00:00:00,28.7,20.8,35.8,0,,,6.9,,1011.4,
2024-03-15 00:00:00,29.3,24,37,0,,,5.5,,1011.7,
2024-03-16 00:00:00,29.6,21.8,37.8,0,,,4.4,,1011.5,
2024-03-17 00:00:00,30,23.3,37.5,0.8,,,5.1,,1011.2,
2024-03-18 00:00:00,30.1,23.5,38.5,0,,,6.4,,1010.5,
2024-03-19 00:00:00,30.3,23.3,39.2,0,,,7.5,,1010.5,
2024-03-20 00:00:00,30.4,23,36.7,0,,,6.1,,1011.7,
2024-03-21 00:00:00,28.3,23.6,35,3,,,7,,1011.5,
2024-03-22 00:00:00,29.3,19.5,36.4,0,,,7.2,,1009.7,
2024-03-23 00:00:00,29.4,22,37,0,,,7.8,,1009.1,
2024-03-24 00:00:00,29.4,21.2,37,0,,,6.6,,1010.5,
2024-03-25 00:00:00,30.5,21.6,39.4,0,,,6.1,,1010.4,
2024-03-26 00:00:00,30.7,23.5,39.5,0,,,6.8,,1011.4,
2024-03-27 00:00:00,33.4,24,39.5,0,,,6.6,,1012.5,
2024-03-28 00:00:00,30.1,25,36,0,,,5.8,,1009.9,
2024-03-29 00:00:00,30.4,25,37,0,,,8,,1009.6,
2024-03-30 00:00:00,30.3,24,38,0,,,7.4,,1011,
2024-03-31 00:00:00,31.1,24,39,0,,,12.9,,1010.8,
2024-04-01 00:00:00,30.3,25,38,0,,,10.2,,1008.5,
2024-04-02 00:00:00,30.6,25,38,0,,,9.3,,1007.1,
2024-04-03 00:00:00,30.4,25,38.6,0,,,8.6,,1008.4,
2024-04-04 00:00:00,31.5,22.5,39.5,0,,,7.4,,1008,
2024-04-05 00:00:00,30.9,23.8,39,0,,,4.6,,1007.1,
2024-04-06 00:00:00,30.7,24,37.3,0,,,6.4,,1007.3,
2024-04-07 00:00:00,30.7,24.5,37.2,0,,,7.4,,1007.8,
2024-04-08 00:00:00,31,24.3,38.5,0,,,6.6,,1008.5,
2024-04-09 00:00:00,31.7,24,39.7,0,,,4.7,,1008.3,
2024-04-10 00:00:00,30.4,26,40,36.3,,,7.2,,1009,
2024-04-11 00:00:00,30.4,22.8,39,0.2,,,5.2,,1010.1,
2024-04-12 00:00:00,31.5,25.2,39.9,0,,,5.4,,1009.2,
2024-04-13 00:00:00,32.3,25.7,40.7,0,,,5.5,,1008.5,
2024-04-14 00:00:00,32.1,25.5,39.5,0,,,6.3,,1008.8,
2024-04-15 00:00:00,31.8,26,38.5,0,,,6.6,,1009.3,
2024-04-16 00:00:00,31.8,26,40.7,0,,,6.2,,1008.6,
2024-04-17 00:00:00,31.6,25,39.5,0,,,7.1,,1008.1,
2024-04-18 00:00:00,31.5,25.2,39.6,0,,,9.2,,1006.7,
2024-04-19 00:00:00,31.2,25.5,38.4,0,,,12.2,,1006,
2024-04-20 00:00:00,31.3,26,38,0,,,10.1,,1005.9,
2024-04-21 00:00:00,31.6,25.3,38.5,0,,,8.2,,1006.6,
2024-04-22 00:00:00,32,25,38,0,,,9,,1006.4,
2024-04-23 00:00:00,31.4,25.6,38,0,,,6.9,,1005.9,
2024-04-24 00:00:00,31.2,25.8,39.2,0,,,6.9,,1006.1,
2024-04-25 00:00:00,31.8,25.8,39.6,0,,,6.4,,1006.3,
2024-04-26 00:00:00,31.8,26,40.2,0,,,7.6,,1006,
2024-04-27 00:00:00,32.2,25.2,40.3,0,,,8,,1005.7,
2024-04-28 00:00:00,31.9,26.2,40,0,,,6.6,,1006.3,
2024-04-29 00:00:00,32,26.3,39.5,0,,,6,,1006.9,
2024-04-30 00:00:00,32.8,26.5,40.2,0,,,10.2,,1005,
2024-05-01 00:00:00,32.2,28,38,0,,,10.5,,1004.1,
2024-05-02 00:00:00,31.8,26.5,38.6,0,,,7.4,,1005.5,
2024-05-03 00:00:00,32.8,25.8,40,0,,,8.4,,1006.9,
2024-05-04 00:00:00,33,28,40,0,,,12.5,,1006.4,
2024-05-05 00:00:00,32.3,26,39,0.2,,,8.6,,1006,
2024-05-06 00:00:00,32.3,26.1,40.2,0,,,6.7,,1007.2,
2024-05-07 00:00:00,32.8,26.5,39.8,0,,,7.3,,1008.2,
2024-05-08 00:00:00,32.6,28,40.5,1.1,,,6.1,,1007.8,
2024-05-09 00:00:00,31,24.2,39,2.1,,,6.2,,1008,
2024-05-10 00:00:00,32.1,28,39,2.1,,,6.9,,1008.8,
2024-05-11 00:00:00,28.9,25,37,0.5,,,6.4,,1010.1,
2024-05-12 00:00:00,30.6,25.5,37.5,2.6,,,4.8,,1009.4,
2024-05-13 00:00:00,31.9,25.2,39,0,,,6.4,,1008.5,
2024-05-14 00:00:00,32.2,26.3,39.5,0.7,,,6.3,,1008.3,
2024-05-15 00:00:00,33.3,26,40.3,0.4,,,7.3,,1008.5,
2024-05-16 00:00:00,33.8,25.5,40.5,1.3,,,6.6,,1007.7,
2024-05-17 00:00:00,30.7,26.5,37,0.4,,,7.1,,1007.9,
2024-05-18 00:00:00,31.8,26.7,39.5,0.9,,,7.4,,1006.5,
2024-05-19 00:00:00,32.4,27.5,39.8,1.1,,,7.4,,1004.7,
2024-05-20 00:00:00,32.2,27.5,39,5.9,,,7.2,,1004.2,
2024-05-21 00:00:00,29.6,24.2,35.2,10.5,,,6.4,,1005.7,
2024-05-22 00:00:00,28.6,24,33,5,,,6.4,,1006.4,
2024-05-23 00:00:00,28.1,26,32,23.1,,,5.3,,1004.7,
2024-05-24 00:00:00,26.7,25.1,31.8,34,,,4.1,,1003.7,
2024-05-25 00:00:00,26.4,25.3,29,56.9,,,8.2,,1004.7,
2024-05-26 00:00:00,25.9,25,29.6,48,,,9.1,,1006.1,
2024-05-27 00:00:00,26.4,24.5,28,47,,,4.6,,1006.3,
2024-05-28 00:00:00,28.2,24,33,6.1,,,5.6,,1005.7,
2024-05-29 00:00:00,28.7,25.5,34,6.7,,,5.6,,1005.7,
2024-05-30 00:00:00,30.1,25.6,35.5,8.5,,,7.2,,1006.6,
2024-05-31 00:00:00,29.7,26.2,34.5,22.4,,,5.4,,1005.8,
2024-06-01 00:00:00,27,25.5,30,18,,,3.5,,1007.1,
2024-06-02 00:00:00,27.3,24.8,31.5,17,,,5.3,,1008.7,
2024-06-03 00:00:00,26.7,24.8,32,34,,,4.7,,1008.8,
2024-06-04 00:00:00,27.6,25.5,32,5.1,,,6,,1008.3,
2024-06-05 00:00:00,27,25.5,30.1,29,,,4.7,,1007.1,
2024-06-06 00:00:00,27.3,24.5,32.3,4.1,,,5.9,,1007.6,
2024-06-07 00:00:00,26.6,25,30.5,2,,,8.6,,1007,
2024-06-08 00:00:00,28.5,24.2,32.5,2,,,10,,1005.7,
2024-06-09 00:00:00,29.2,24.8,34,7.2,,,9.7,,1004.2,
2024-06-10 00:00:00,28.9,25.3,34,21.6,,,6.4,,1004.6,
2024-06-11 00:00:00,26.6,24.5,31.5,20.1,,,6.9,,1006.1,
2024-06-12 00:00:00,28.2,23.6,33.5,90.9,,,6,,1008.2,
2024-06-13 00:00:00,28.2,24.5,32.6,12.9,,,5.2,,1008.3,
2024-06-14 00:00:00,27.6,24.8,32.5,8.9,,,7,,1006,
2024-06-15 00:00:00,27.9,24.2,33,10.5,,,7.9,,1005.9,
2024-06-16 00:00:00,28.4,24.8,33.5,19.1,,,4.8,,1006.7,
2024-06-17 00:00:00,27.8,25.5,33,6.1,,,6.1,,1007,
2024-06-18 00:00:00,26.7,25,31.7,38.1,,,5.7,,1006.7,
2024-06-19 00:00:00,27.5,25.5,32,16.6,,,6.1,,1006.2,
2024-06-20 00:00:00,27.4,26,33,13.3,,,6,,1005,
2024-06-21 00:00:00,28.4,24,34,10.2,,,5.5,,1004.2,
2024-06-22 00:00:00,27.3,26,31,16.1,,,6.1,,1003.9,
2024-06-23 00:00:00,27.4,24.8,31.8,1,,,5.9,,1004.7,
2024-06-24 00:00:00,27.7,25,31,6.2,,,5,,1004,
2024-06-25 00:00:00,27.9,24.6,32.5,2,,,4.2,,1004.1,
2024-06-26 00:00:00,27.6,24.8,30.5,15,,,5.2,,1004.5,
2024-06-27 00:00:00,27.3,25.6,31,15.1,,,4.5,,1007.4,
2024-06-28 00:00:00,28.2,24.8,31.5,3,,,3.4,,1007.6,
2024-06-29 00:00:00,27.8,25,31.4,18,,,4.3,,1007.6,
2024-06-30 00:00:00,26.9,24.7,29.5,22.1,,,4.4,,1009,
2024-07-01 00:00:00,26.9,24,32.5,13,,,4.4,,1008.8,
2024-07-02 00:00:00,28,24.6,33,3,,,4.4,,1006.9,
2024-07-03 00:00:00,26.6,25,31.5,19.7,,,5,,1007.2,
2024-07-04 00:00:00,26.8,24,29,54.1,,,4.8,,1008.9,
2024-07-05 00:00:00,26.8,24.5,32,17,,,4.5,,1007.5,
2024-07-06 00:00:00,28.1,24.1,32.8,2,,,3.9,,1005.7,
2024-07-07 00:00:00,27.9,24.3,32.5,37.1,,,3.8,,1005.7,
2024-07-08 00:00:00,27.7,24.5,31.3,6.1,,,4.6,,1006.5,
2024-07-09 00:00:00,28.5,24.8,34,4,,,4.8,,1008.1,
2024-07-10 00:00:00,28.8,24.8,33,9.4,,,4.4,,1008.6,
2024-07-11 00:00:00,27.4,25,30.8,8.9,,,4.9,,1007.7,
2024-07-12 00:00:00,27.2,23.5,32.8,30,,,5.1,,1006,
2024-07-13 00:00:00,27.7,23.5,31.5,51.1,,,9,,1004.3,
2024-07-14 00:00:00,28.4,25.5,32,16.8,,,4.8,,1003.8,
2024-07-15 00:00:00,27.1,24.5,32,4.1,,,4.8,,1005,
2024-07-16 00:00:00,27.1,23.5,30,43.9,,,4,,1005.6,
2024-07-17 00:00:00,27.4,24.5,31.5,18,,,6.1,,1004.1,
2024-07-18 00:00:00,26.6,24.6,29.5,20.1,,,5,,1004.4,
2024-07-19 00:00:00,26.9,23.6,30.2,15,,,4,,1004.6,
2024-07-20 00:00:00,26.6,24,31.5,17,,,5.1,,1005.9,
2024-07-21 00:00:00,26.5,23.8,30,36.1,,,5.5,,1007.5,
2024-07-22 00:00:00,27.5,24.8,31,17,,,4.2,,1007.7,
2024-07-23 00:00:00,26.6,24.5,28.5,52.1,,,4,,1006.3,
2024-07-24 00:00:00,27.1,25.5,30.5,8.9,,,7,,1002.4,
2024-07-25 00:00:00,26.6,24.6,32,17,,,8.3,,1001.5,
2024-07-26 00:00:00,26.3,24.5,28.5,87.9,,,6.8,,1002.4,
2024-07-27 00:00:00,25.7,23.8,28,104.9,,,4.8,,1004.2,
2024-07-28 00:00:00,26.7,23.5,30.5,108,,,6.1,,1004.5,
2024-07-29 00:00:00,27.4,23.5,30.4,66,,,4.6,,1005.1,
